"cu","Rmeas","draw","year","alpha","beta"
"Sproat","BYB","5000",NA,1763.27050851596,24458981.2842617
"Sproat","BYB","5001",NA,1984.54273064523,21776920.8535456
"Sproat","BYB","5002",NA,1843.3486332652,24570807.3147383
"Sproat","BYB","5003",NA,2294.91081960782,22847275.1211608
"Sproat","BYB","5004",NA,2230.78904497416,22751093.6064917
"Sproat","BYB","5005",NA,1894.06658045927,24096526.0551047
"Sproat","BYB","5006",NA,1768.37086387311,23206595.611229
"Sproat","BYB","5007",NA,1978.43514402108,22573738.9322616
"Sproat","BYB","5008",NA,1992.72370326654,23096707.3232671
"Sproat","BYB","5009",NA,2264.76669065512,23249689.6967285
"Sproat","BYB","5010",NA,1632.47212409967,24019828.9119498
"Sproat","BYB","5011",NA,2235.72561081421,22662685.0617006
"Sproat","BYB","5012",NA,2227.23367983386,23856878.3181396
"Sproat","BYB","5013",NA,2273.23229740763,23323729.202578
"Sproat","BYB","5014",NA,1931.09811899946,22675032.2412424
"Sproat","BYB","5015",NA,1918.32542656919,23640855.1998181
"Sproat","BYB","5016",NA,2490.87292771145,22174429.443643
"Sproat","BYB","5017",NA,1952.80936277813,22757417.9260476
"Sproat","BYB","5018",NA,2652.54205002681,22707832.1460554
"Sproat","BYB","5019",NA,1520.83959936037,23569493.6813142
"Sproat","BYB","5020",NA,1923.24332369865,23425654.7140849
"Sproat","BYB","5021",NA,2266.49759106795,22721107.2475597
"Sproat","BYB","5022",NA,1786.45146931371,24581542.925532
"Sproat","BYB","5023",NA,2504.80704774914,22464871.9877108
"Sproat","BYB","5024",NA,2048.16866798037,23158714.4674617
"Sproat","BYB","5025",NA,2647.2009014613,23088729.0620749
"Sproat","BYB","5026",NA,1915.44794579932,23167572.7758816
"Sproat","BYB","5027",NA,1950.12322672174,23033139.8643314
"Sproat","BYB","5028",NA,2248.3748357805,22032345.7930219
"Sproat","BYB","5029",NA,1915.44604386051,23976057.0466783
"Sproat","BYB","5030",NA,1982.62292047746,22957758.2247281
"Sproat","BYB","5031",NA,2078.964022847,23009518.8536844
"Sproat","BYB","5032",NA,2099.57878509493,23680986.7622638
"Sproat","BYB","5033",NA,2319.05902014131,22452389.9031832
"Sproat","BYB","5034",NA,1832.53724568795,23636793.6217477
"Sproat","BYB","5035",NA,2272.05891638992,22878630.6674325
"Sproat","BYB","5036",NA,2925.91877314922,21441067.3652668
"Sproat","BYB","5037",NA,2110.41467397611,22963160.849215
"Sproat","BYB","5038",NA,1783.64215859062,22651987.8870468
"Sproat","BYB","5039",NA,1965.26973654697,22931023.1732615
"Sproat","BYB","5040",NA,2566.87816654807,22813460.6737443
"Sproat","BYB","5041",NA,2091.11550603241,24225946.3645487
"Sproat","BYB","5042",NA,1879.16516385609,24278542.2434237
"Sproat","BYB","5043",NA,1834.23039247597,22408340.6196791
"Sproat","BYB","5044",NA,2924.67541718321,23186518.0162226
"Sproat","BYB","5045",NA,2598.15259167036,22749550.8673258
"Sproat","BYB","5046",NA,2865.74825871724,20677531.7777182
"Sproat","BYB","5047",NA,2200.7588356936,23098229.6915867
"Sproat","BYB","5048",NA,2389.77262489386,23594445.3065562
"Sproat","BYB","5049",NA,1598.16654864812,23244548.1911725
"Sproat","BYB","5050",NA,1720.93974132311,23513514.4843497
"Sproat","BYB","5051",NA,2294.02613970785,23428579.395223
"Sproat","BYB","5052",NA,1927.64141388085,24479122.6176352
"Sproat","BYB","5053",NA,1899.44672264743,23507193.7407641
"Sproat","BYB","5054",NA,1943.81282585405,24791836.4797674
"Sproat","BYB","5055",NA,2508.22285452847,23851396.6986552
"Sproat","BYB","5056",NA,1882.77615106679,22404737.3596901
"Sproat","BYB","5057",NA,2704.714027427,22609674.427049
"Sproat","BYB","5058",NA,2222.4792606403,23321989.5549067
"Sproat","BYB","5059",NA,1890.11982658733,23882070.0795037
"Sproat","BYB","5060",NA,2052.70735827094,23756781.77681
"Sproat","BYB","5061",NA,2274.28055929208,21413543.1282635
"Sproat","BYB","5062",NA,1713.51171706794,24489094.6476484
"Sproat","BYB","5063",NA,1753.50786576403,23339249.7154589
"Sproat","BYB","5064",NA,2080.68151804009,22175741.5032472
"Sproat","BYB","5065",NA,2054.90563473633,22786206.0926908
"Sproat","BYB","5066",NA,1771.39121324684,22806910.09482
"Sproat","BYB","5067",NA,2137.77443307248,22335983.0694001
"Sproat","BYB","5068",NA,1825.47618700953,24706958.405638
"Sproat","BYB","5069",NA,2318.89473446834,22945155.7607283
"Sproat","BYB","5070",NA,2215.53996398759,21441799.5749958
"Sproat","BYB","5071",NA,1910.46182445544,23303663.13698
"Sproat","BYB","5072",NA,1262.35997892011,24751770.976509
"Sproat","BYB","5073",NA,2359.13961134055,23189871.9794308
"Sproat","BYB","5074",NA,1737.36356629059,22979220.3040541
"Sproat","BYB","5075",NA,1442.39719245347,22354589.4723032
"Sproat","BYB","5076",NA,2079.09385230469,23465298.5303222
"Sproat","BYB","5077",NA,2161.01135455818,22730865.0866728
"Sproat","BYB","5078",NA,2606.64969554082,22608479.1534614
"Sproat","BYB","5079",NA,1787.06040403808,23212893.6319938
"Sproat","BYB","5080",NA,1559.43615039834,24553864.3680363
"Sproat","BYB","5081",NA,1768.96791865214,23336540.8055075
"Sproat","BYB","5082",NA,1803.87536656588,23326343.7908691
"Sproat","BYB","5083",NA,1945.74884363033,22658913.7121829
"Sproat","BYB","5084",NA,2265.82050143928,23227424.7174422
"Sproat","BYB","5085",NA,2888.30828545853,23412676.3967996
"Sproat","BYB","5086",NA,1856.56446626856,22591609.4363787
"Sproat","BYB","5087",NA,2076.84976777354,22591913.2199266
"Sproat","BYB","5088",NA,2185.03476414492,22715291.4946542
"Sproat","BYB","5089",NA,1715.57454195172,24867505.2861813
"Sproat","BYB","5090",NA,1877.48407855143,23183762.1366812
"Sproat","BYB","5091",NA,2015.75235099107,23048989.4613574
"Sproat","BYB","5092",NA,2956.01788089458,23111403.162896
"Sproat","BYB","5093",NA,1768.27155699672,22571760.7317308
"Sproat","BYB","5094",NA,3350.53020382845,21839135.1469721
"Sproat","BYB","5095",NA,2155.56058124893,22351567.4023327
"Sproat","BYB","5096",NA,2197.0980368839,24060818.8875845
"Sproat","BYB","5097",NA,2827.12930942182,21739375.1561611
"Sproat","BYB","5098",NA,2012.05273645726,22031915.9453093
"Sproat","BYB","5099",NA,2579.2692880873,21323241.7841258
"Sproat","BYB","5100",NA,1800.8160826973,21909835.3939874
"Sproat","BYB","5101",NA,2829.01291498441,22069522.9362876
"Sproat","BYB","5102",NA,1413.6149699816,22202478.8426853
"Sproat","BYB","5103",NA,2343.02631570394,23457445.5548921
"Sproat","BYB","5104",NA,1929.31838628482,22718167.5188382
"Sproat","BYB","5105",NA,2376.0757816655,22951386.8064395
"Sproat","BYB","5106",NA,2185.73453966923,23264591.8821973
"Sproat","BYB","5107",NA,1952.35322401862,22906581.4344761
"Sproat","BYB","5108",NA,2164.71024935782,23027919.2036115
"Sproat","BYB","5109",NA,1690.8070341013,22567212.0284116
"Sproat","BYB","5110",NA,1422.55421941601,24262512.938409
"Sproat","BYB","5111",NA,2553.78947971535,22283923.5621971
"Sproat","BYB","5112",NA,2196.53668810633,25024695.9962724
"Sproat","BYB","5113",NA,2124.14650013399,22992620.2956544
"Sproat","BYB","5114",NA,2209.356552272,23460321.3884999
"Sproat","BYB","5115",NA,2040.96563705286,22947886.7191045
"Sproat","BYB","5116",NA,1844.09205255258,22918576.5327639
"Sproat","BYB","5117",NA,1335.88460001731,23573577.2199422
"Sproat","BYB","5118",NA,2198.09473673021,22548535.0387689
"Sproat","BYB","5119",NA,2089.51599695,23323136.9290999
"Sproat","BYB","5120",NA,1403.27610886961,22833611.0298824
"Sproat","BYB","5121",NA,1950.13451316581,22178155.7941315
"Sproat","BYB","5122",NA,2128.14819464931,23107527.5685632
"Sproat","BYB","5123",NA,2298.16850685231,22994146.7359252
"Sproat","BYB","5124",NA,1957.18416188167,24248465.2718728
"Sproat","BYB","5125",NA,1650.9431151112,25809434.910475
"Sproat","BYB","5126",NA,1138.63150503114,23914757.5260567
"Sproat","BYB","5127",NA,1939.76961790809,23055870.846664
"Sproat","BYB","5128",NA,1704.96446713824,23684236.5942706
"Sproat","BYB","5129",NA,2595.00227415461,22862718.186309
"Sproat","BYB","5130",NA,2224.09578110773,22936716.7418363
"Sproat","BYB","5131",NA,1939.66065057064,23678992.2176968
"Sproat","BYB","5132",NA,1942.9807157606,23075364.7631029
"Sproat","BYB","5133",NA,1846.84752804993,23927302.3368533
"Sproat","BYB","5134",NA,2033.22229494096,22991070.9864033
"Sproat","BYB","5135",NA,2102.33129690984,23417601.4177544
"Sproat","BYB","5136",NA,2193.95699302212,22500480.2496565
"Sproat","BYB","5137",NA,2094.99533167689,22813111.2743867
"Sproat","BYB","5138",NA,1959.63978110094,23442550.2582411
"Sproat","BYB","5139",NA,1394.77198838279,25120138.110404
"Sproat","BYB","5140",NA,1421.30021363297,24699496.3490185
"Sproat","BYB","5141",NA,2000.05097332523,22938785.0592265
"Sproat","BYB","5142",NA,1472.37218256139,23480737.0317668
"Sproat","BYB","5143",NA,2381.53043689335,22461411.170813
"Sproat","BYB","5144",NA,2038.01343494988,22862690.4662214
"Sproat","BYB","5145",NA,1931.287293919,22802303.0053152
"Sproat","BYB","5146",NA,1352.35623966218,24210371.5913811
"Sproat","BYB","5147",NA,1666.87832219782,23617871.2164773
"Sproat","BYB","5148",NA,2391.19771666585,22866225.0382983
"Sproat","BYB","5149",NA,2337.20035104987,23381895.4191285
"Sproat","BYB","5150",NA,1882.94849891069,23312485.7353128
"Sproat","BYB","5151",NA,1709.44882952649,24953780.4324878
"Sproat","BYB","5152",NA,1468.9383177887,23567425.3403022
"Sproat","BYB","5153",NA,2657.647399605,23038788.1043131
"Sproat","BYB","5154",NA,1936.67130457125,23547376.8216893
"Sproat","BYB","5155",NA,1873.09681950911,23462071.4179057
"Sproat","BYB","5156",NA,2157.82488888679,22641653.3902189
"Sproat","BYB","5157",NA,2289.97294823107,22704160.3152953
"Sproat","BYB","5158",NA,2341.71119613635,20725113.4801343
"Sproat","BYB","5159",NA,1786.57177906655,23166951.651243
"Sproat","BYB","5160",NA,2607.9466870954,21576849.4206735
"Sproat","BYB","5161",NA,1912.48045218791,23265337.6240186
"Sproat","BYB","5162",NA,2487.99338714693,23033789.6366589
"Sproat","BYB","5163",NA,2599.37355967625,22395446.2242518
"Sproat","BYB","5164",NA,2536.79145794644,23099445.9642381
"Sproat","BYB","5165",NA,2644.12124159441,22683834.8256923
"Sproat","BYB","5166",NA,2026.46445373779,23556239.7324513
"Sproat","BYB","5167",NA,2281.32819158785,22577206.9132312
"Sproat","BYB","5168",NA,2697.2421241238,22762233.7130993
"Sproat","BYB","5169",NA,2140.89221477001,23735015.4627614
"Sproat","BYB","5170",NA,2093.18168518098,21930478.890405
"Sproat","BYB","5171",NA,2612.0811763031,23607201.3197557
"Sproat","BYB","5172",NA,2187.61911158813,23083253.5952172
"Sproat","BYB","5173",NA,2463.76602806486,22954246.2220651
"Sproat","BYB","5174",NA,1915.29161022897,22010636.6935118
"Sproat","BYB","5175",NA,1523.44177336335,24562247.17196
"Sproat","BYB","5176",NA,2066.78331670383,23464368.88242
"Sproat","BYB","5177",NA,2109.32805574305,23131083.5213422
"Sproat","BYB","5178",NA,1519.40076682072,23508444.5710182
"Sproat","BYB","5179",NA,2944.5170144625,21236735.73316
"Sproat","BYB","5180",NA,1736.88023442714,24023647.8898381
"Sproat","BYB","5181",NA,2457.88622997121,22917560.8747395
"Sproat","BYB","5182",NA,1606.2793754709,21979569.1204434
"Sproat","BYB","5183",NA,2696.4198357345,22594678.6158206
"Sproat","BYB","5184",NA,2617.59471000108,20435613.7065791
"Sproat","BYB","5185",NA,2215.43406835207,23344252.2275988
"Sproat","BYB","5186",NA,2631.18518048503,22705002.6035344
"Sproat","BYB","5187",NA,2087.67227988642,23160103.5053655
"Sproat","BYB","5188",NA,1901.1632454398,23025824.7019422
"Sproat","BYB","5189",NA,1833.04347325151,23382652.2240361
"Sproat","BYB","5190",NA,1959.18646517901,23131183.2004721
"Sproat","BYB","5191",NA,2258.57973954789,22076185.574699
"Sproat","BYB","5192",NA,2085.48424735741,21986702.6509423
"Sproat","BYB","5193",NA,1968.66092797559,21150866.0162472
"Sproat","BYB","5194",NA,1882.64494674025,24848330.2892955
"Sproat","BYB","5195",NA,2287.47039532694,20979691.1333299
"Sproat","BYB","5196",NA,1411.57959497291,24344504.9779683
"Sproat","BYB","5197",NA,2053.65413088872,22317229.0584582
"Sproat","BYB","5198",NA,2054.24651380107,23008993.01811
"Sproat","BYB","5199",NA,1999.24154935106,23037393.6542724
"Sproat","BYB","5200",NA,1682.50380146705,22321075.6073766
"Sproat","BYB","5201",NA,1981.88670336117,23758607.3780022
"Sproat","BYB","5202",NA,2079.7382205213,23592341.0871411
"Sproat","BYB","5203",NA,2647.53072503865,21574684.8554001
"Sproat","BYB","5204",NA,2506.77470577703,22858609.2214613
"Sproat","BYB","5205",NA,2030.59981319559,23477571.3453873
"Sproat","BYB","5206",NA,2308.35718083318,23148691.9064456
"Sproat","BYB","5207",NA,2718.09159659075,21442421.7078064
"Sproat","BYB","5208",NA,2186.03757124585,23648923.1577791
"Sproat","BYB","5209",NA,2185.85132652695,22717124.0426967
"Sproat","BYB","5210",NA,1933.3672663224,22785819.3983088
"Sproat","BYB","5211",NA,2265.92208532798,22771804.707308
"Sproat","BYB","5212",NA,1541.70224406608,23873672.0348799
"Sproat","BYB","5213",NA,1799.93089476783,22176157.0384666
"Sproat","BYB","5214",NA,1999.73682066934,22732805.046493
"Sproat","BYB","5215",NA,1795.77649219105,23172491.1223228
"Sproat","BYB","5216",NA,2069.9334023747,23346484.4403304
"Sproat","BYB","5217",NA,1816.69950258661,24340337.3340895
"Sproat","BYB","5218",NA,1794.58992569582,22634574.867384
"Sproat","BYB","5219",NA,2233.06999909653,23122187.4483547
"Sproat","BYB","5220",NA,2084.98313354407,23809404.4534492
"Sproat","BYB","5221",NA,2045.84359246571,22406182.424681
"Sproat","BYB","5222",NA,2767.42249514863,22413016.7191656
"Sproat","BYB","5223",NA,1696.94613247978,23723903.932367
"Sproat","BYB","5224",NA,1967.11059035773,22541953.8307965
"Sproat","BYB","5225",NA,1675.40705652403,23563496.1570521
"Sproat","BYB","5226",NA,1747.96809193001,23691457.3533702
"Sproat","BYB","5227",NA,2298.60649821968,23076166.9755247
"Sproat","BYB","5228",NA,2311.26174643237,23188018.3060125
"Sproat","BYB","5229",NA,2392.99452080308,23246760.2230333
"Sproat","BYB","5230",NA,2744.96035114093,20723441.6360244
"Sproat","BYB","5231",NA,1755.40199716136,23009826.7329213
"Sproat","BYB","5232",NA,2085.69722965883,23826663.9335769
"Sproat","BYB","5233",NA,2021.67914127871,21698942.0047947
"Sproat","BYB","5234",NA,2277.45556716548,21413104.3038272
"Sproat","BYB","5235",NA,2189.56661685283,23800274.5369488
"Sproat","BYB","5236",NA,1713.16757239271,23872663.1778003
"Sproat","BYB","5237",NA,2013.35210311179,21966166.8556767
"Sproat","BYB","5238",NA,2224.15510119857,22565603.457765
"Sproat","BYB","5239",NA,1871.84947909205,22937278.4124185
"Sproat","BYB","5240",NA,2356.93810101632,23282916.6180725
"Sproat","BYB","5241",NA,2662.24587264756,23097817.7746395
"Sproat","BYB","5242",NA,2241.5538268786,22169255.0693463
"Sproat","BYB","5243",NA,2004.34147600696,22895648.1336976
"Sproat","BYB","5244",NA,1686.41585477959,23158884.7786914
"Sproat","BYB","5245",NA,2210.94903684617,22675047.3224643
"Sproat","BYB","5246",NA,2355.46074057221,22191466.918948
"Sproat","BYB","5247",NA,2414.45719578788,23040007.1342051
"Sproat","BYB","5248",NA,2669.88856673473,22807120.6493297
"Sproat","BYB","5249",NA,1675.03078671411,23092726.8501821
"Sproat","BYB","5250",NA,2135.20469862006,23450663.3707534
"Sproat","BYB","5251",NA,2924.68135713372,22258062.4739495
"Sproat","BYB","5252",NA,2749.86588200862,23335605.6520674
"Sproat","BYB","5253",NA,2072.82895955226,24215380.2088315
"Sproat","BYB","5254",NA,1630.51799944027,25098391.1561606
"Sproat","BYB","5255",NA,1655.95504197009,24395399.5243962
"Sproat","BYB","5256",NA,2520.00735410129,21635863.6221613
"Sproat","BYB","5257",NA,2057.22696212783,23261898.629181
"Sproat","BYB","5258",NA,1551.09005734315,23967371.1647732
"Sproat","BYB","5259",NA,3036.54807880931,23011690.5740368
"Sproat","BYB","5260",NA,1607.22839186163,24514218.1486704
"Sproat","BYB","5261",NA,1543.43195212653,22500969.5200501
"Sproat","BYB","5262",NA,1551.9652145265,24330866.8467683
"Sproat","BYB","5263",NA,1863.56281654661,23221247.0491611
"Sproat","BYB","5264",NA,1922.44496669271,23498319.2935022
"Sproat","BYB","5265",NA,2697.86462253946,21983512.3259661
"Sproat","BYB","5266",NA,1930.37199971082,23165455.6829113
"Sproat","BYB","5267",NA,2275.61761343472,22163195.2810003
"Sproat","BYB","5268",NA,2445.72493543801,22634868.1577779
"Sproat","BYB","5269",NA,2393.28713285548,22889050.1109435
"Sproat","BYB","5270",NA,2724.04656895691,22872352.7886549
"Sproat","BYB","5271",NA,2308.46937606017,22276984.206397
"Sproat","BYB","5272",NA,1605.61597110442,23688386.7065094
"Sproat","BYB","5273",NA,1413.21393911223,22869341.4788035
"Sproat","BYB","5274",NA,2493.82664679873,21922841.2982113
"Sproat","BYB","5275",NA,1733.4081038583,22073123.3662215
"Sproat","BYB","5276",NA,2103.91772213823,22811910.8533266
"Sproat","BYB","5277",NA,1765.68206636091,22590678.3879843
"Sproat","BYB","5278",NA,1872.54181735834,23729334.3397872
"Sproat","BYB","5279",NA,2317.5983468467,23656488.0844648
"Sproat","BYB","5280",NA,1871.30275967422,22260203.315916
"Sproat","BYB","5281",NA,3011.27286273382,22456822.370164
"Sproat","BYB","5282",NA,2372.42445214321,22103689.0092268
"Sproat","BYB","5283",NA,1751.31399868668,22412183.0970334
"Sproat","BYB","5284",NA,2148.31167004433,22613623.775233
"Sproat","BYB","5285",NA,1797.80079900338,24067688.664409
"Sproat","BYB","5286",NA,1390.86520922687,24954623.0117674
"Sproat","BYB","5287",NA,3027.37566707949,21991398.6358318
"Sproat","BYB","5288",NA,2496.98066655306,23161445.6501269
"Sproat","BYB","5289",NA,2762.06580249897,21901657.1817466
"Sproat","BYB","5290",NA,2570.08742394338,22581877.6882455
"Sproat","BYB","5291",NA,2434.23143094569,22663113.903122
"Sproat","BYB","5292",NA,1921.21283808036,22970558.0240183
"Sproat","BYB","5293",NA,2540.24612570895,22486035.8704564
"Sproat","BYB","5294",NA,2292.27382966245,23481102.6607203
"Sproat","BYB","5295",NA,2381.13726939362,22580452.7477837
"Sproat","BYB","5296",NA,2388.83699178809,21597517.327783
"Sproat","BYB","5297",NA,1731.06654761021,21510511.7682411
"Sproat","BYB","5298",NA,2035.87718421013,23575818.4690599
"Sproat","BYB","5299",NA,2644.66144845306,21784987.187913
"Sproat","BYB","5300",NA,2884.17116672988,22845212.4469986
"Sproat","BYB","5301",NA,1826.58539913969,23347401.5672171
"Sproat","BYB","5302",NA,2802.74060582603,23154743.8634408
"Sproat","BYB","5303",NA,2890.00601985816,22506068.8083164
"Sproat","BYB","5304",NA,1679.60750654581,24132610.1170154
"Sproat","BYB","5305",NA,1343.28279069993,22317361.6352433
"Sproat","BYB","5306",NA,1192.92551197525,23539678.3159015
"Sproat","BYB","5307",NA,1530.73154263528,23855919.8071007
"Sproat","BYB","5308",NA,2137.36887334134,21873467.1967149
"Sproat","BYB","5309",NA,2207.12900236034,22329386.7271785
"Sproat","BYB","5310",NA,2324.2729017732,23216470.5679062
"Sproat","BYB","5311",NA,2646.42024147,22527745.1021796
"Sproat","BYB","5312",NA,1764.53632740896,22206480.0368451
"Sproat","BYB","5313",NA,1920.29939532763,24475719.692082
"Sproat","BYB","5314",NA,2067.399542644,23242372.2560574
"Sproat","BYB","5315",NA,1541.85456767914,25157313.4780749
"Sproat","BYB","5316",NA,2045.94154145527,23518208.109078
"Sproat","BYB","5317",NA,1955.43498301719,24304844.2902906
"Sproat","BYB","5318",NA,1804.07381059821,24945490.308703
"Sproat","BYB","5319",NA,1899.29324828254,22073901.022616
"Sproat","BYB","5320",NA,2183.58308034883,24092161.7852812
"Sproat","BYB","5321",NA,1886.53535925572,24021775.5709397
"Sproat","BYB","5322",NA,1982.61148687011,22965911.2968309
"Sproat","BYB","5323",NA,2541.46910822557,19693952.1195637
"Sproat","BYB","5324",NA,2299.27150679764,23158554.8493077
"Sproat","BYB","5325",NA,2335.2606589998,21973643.8917048
"Sproat","BYB","5326",NA,1824.45910548708,25068570.2329187
"Sproat","BYB","5327",NA,2202.13483234868,22381134.4656686
"Sproat","BYB","5328",NA,2580.46234660831,22275408.9372675
"Sproat","BYB","5329",NA,2287.07160199046,23160129.0732175
"Sproat","BYB","5330",NA,2008.06791834012,22916095.8114519
"Sproat","BYB","5331",NA,2896.45039634866,22282845.8069918
"Sproat","BYB","5332",NA,2982.87469319472,22235998.8245329
"Sproat","BYB","5333",NA,3320.43555264455,22885681.0252744
"Sproat","BYB","5334",NA,2509.7302050292,22986795.5318821
"Sproat","BYB","5335",NA,2054.46102112426,22981706.1486359
"Sproat","BYB","5336",NA,2110.05176510681,22531321.3478277
"Sproat","BYB","5337",NA,1968.35010856821,23500698.7726601
"Sproat","BYB","5338",NA,1814.39701428808,23746287.1129922
"Sproat","BYB","5339",NA,2155.81141038108,21811850.4127356
"Sproat","BYB","5340",NA,2258.32842220141,22624946.3354744
"Sproat","BYB","5341",NA,1477.23546512292,22561382.8245536
"Sproat","BYB","5342",NA,2246.69336115651,22491794.320236
"Sproat","BYB","5343",NA,1964.06721313709,23359878.4281232
"Sproat","BYB","5344",NA,2339.59634688539,21672666.3600526
"Sproat","BYB","5345",NA,1912.51809685806,22917883.1275482
"Sproat","BYB","5346",NA,1409.8175604416,22919840.7726972
"Sproat","BYB","5347",NA,2383.01641802612,21051408.9025419
"Sproat","BYB","5348",NA,2198.26721496855,22554593.1697152
"Sproat","BYB","5349",NA,2756.77652603239,22157787.15299
"Sproat","BYB","5350",NA,2669.42059760301,22460704.2933872
"Sproat","BYB","5351",NA,1941.24875042646,23273146.1493382
"Sproat","BYB","5352",NA,1993.52814340922,22509578.2074409
"Sproat","BYB","5353",NA,2801.52580172365,22719485.0436592
"Sproat","BYB","5354",NA,2015.26837906474,23052267.7007492
"Sproat","BYB","5355",NA,2899.84075853924,21983889.1809509
"Sproat","BYB","5356",NA,2554.55459119847,21616597.9169756
"Sproat","BYB","5357",NA,2412.82067403975,22572549.4819981
"Sproat","BYB","5358",NA,2261.81784002315,21649648.5932739
"Sproat","BYB","5359",NA,1802.20161827249,22458393.6048557
"Sproat","BYB","5360",NA,1915.73388866935,23950378.4345967
"Sproat","BYB","5361",NA,2492.84172036147,22633779.2335552
"Sproat","BYB","5362",NA,2691.21919349094,21619157.7189653
"Sproat","BYB","5363",NA,2249.24832884564,22560669.7993694
"Sproat","BYB","5364",NA,2088.7581035953,23712829.6115087
"Sproat","BYB","5365",NA,2323.23760899209,22592722.0352416
"Sproat","BYB","5366",NA,2978.79843099414,22647978.3588751
"Sproat","BYB","5367",NA,1446.13245761786,25256506.1317501
"Sproat","BYB","5368",NA,1770.95149131564,23751979.5243246
"Sproat","BYB","5369",NA,2546.39621387392,22196166.7238777
"Sproat","BYB","5370",NA,2769.81577359608,22678561.3825296
"Sproat","BYB","5371",NA,1834.64829038645,22893820.9924501
"Sproat","BYB","5372",NA,1819.73483963866,23749609.7823414
"Sproat","BYB","5373",NA,1871.92881513805,21819230.8934325
"Sproat","BYB","5374",NA,2077.90388558715,22857536.758728
"Sproat","BYB","5375",NA,2202.41684400791,23012977.0060855
"Sproat","BYB","5376",NA,1822.30771435383,24229436.9978989
"Sproat","BYB","5377",NA,1869.51540674107,22797507.5121624
"Sproat","BYB","5378",NA,2073.13589430428,22686862.4340724
"Sproat","BYB","5379",NA,1899.28719108695,23584739.2304988
"Sproat","BYB","5380",NA,1938.26876422489,22791120.0278205
"Sproat","BYB","5381",NA,2628.56385592376,22291728.300516
"Sproat","BYB","5382",NA,1843.61480970658,24312830.184736
"Sproat","BYB","5383",NA,2589.95422294732,23220369.8015161
"Sproat","BYB","5384",NA,2217.892457538,23849784.0853926
"Sproat","BYB","5385",NA,2574.92821991065,22359377.9138943
"Sproat","BYB","5386",NA,1993.02349308696,23114070.6950618
"Sproat","BYB","5387",NA,1453.01943586036,22255732.3902534
"Sproat","BYB","5388",NA,1472.59708649576,23579850.4185558
"Sproat","BYB","5389",NA,1862.22454346984,23796597.0938414
"Sproat","BYB","5390",NA,2058.82024751074,23696743.9611519
"Sproat","BYB","5391",NA,1728.89394498682,24666554.3213224
"Sproat","BYB","5392",NA,2040.76976524508,22993502.720986
"Sproat","BYB","5393",NA,2228.65575480243,23599037.4754766
"Sproat","BYB","5394",NA,1719.3313472065,23002621.4058719
"Sproat","BYB","5395",NA,2491.55420345177,22570123.2296144
"Sproat","BYB","5396",NA,2480.04383896208,22269908.3739156
"Sproat","BYB","5397",NA,1929.62201731095,24410120.2561447
"Sproat","BYB","5398",NA,2428.69484962134,22898484.1477637
"Sproat","BYB","5399",NA,1907.98294935823,23588705.4240966
"Sproat","BYB","5400",NA,2159.62095424092,22128896.9305318
"Sproat","BYB","5401",NA,1703.25853097704,23759001.2481686
"Sproat","BYB","5402",NA,1514.58666143067,23743861.9774447
"Sproat","BYB","5403",NA,1549.7905142568,23550938.1089351
"Sproat","BYB","5404",NA,2295.46415639694,22936909.0700463
"Sproat","BYB","5405",NA,2229.12639698262,22385631.8874841
"Sproat","BYB","5406",NA,1475.4503282494,24255490.9355319
"Sproat","BYB","5407",NA,1830.10648088345,22060554.1781844
"Sproat","BYB","5408",NA,2022.99399771839,22602456.898483
"Sproat","BYB","5409",NA,2073.88505144746,22834269.964584
"Sproat","BYB","5410",NA,2200.95855106965,23122450.3018813
"Sproat","BYB","5411",NA,2570.2244508823,21913827.7899812
"Sproat","BYB","5412",NA,3031.15712068152,22526281.7484314
"Sproat","BYB","5413",NA,2040.6753514141,22714103.2430715
"Sproat","BYB","5414",NA,1601.29700212802,23369331.2298815
"Sproat","BYB","5415",NA,3021.53534563834,22143541.611523
"Sproat","BYB","5416",NA,1972.97184669559,22243502.1200261
"Sproat","BYB","5417",NA,1471.65204134192,25644139.1515299
"Sproat","BYB","5418",NA,1860.10403355435,23444454.1858243
"Sproat","BYB","5419",NA,1552.77265879044,23329297.8440974
"Sproat","BYB","5420",NA,2131.95531833953,22809638.3388766
"Sproat","BYB","5421",NA,1797.5471472434,24067838.6301629
"Sproat","BYB","5422",NA,2698.60033199036,22667396.6019162
"Sproat","BYB","5423",NA,1764.82595275313,22543065.4435941
"Sproat","BYB","5424",NA,1717.60272722818,24775597.669415
"Sproat","BYB","5425",NA,1998.48737588762,22283205.9220619
"Sproat","BYB","5426",NA,1785.0010829957,24729943.0659876
"Sproat","BYB","5427",NA,2635.39647057503,23274856.5598381
"Sproat","BYB","5428",NA,2167.71459668468,23040719.0345444
"Sproat","BYB","5429",NA,2032.28531227105,24060505.8556449
"Sproat","BYB","5430",NA,1947.08356189733,23019332.728275
"Sproat","BYB","5431",NA,1969.92883224397,22734570.0106762
"Sproat","BYB","5432",NA,2158.15401510092,22039850.6401959
"Sproat","BYB","5433",NA,1815.72369266547,22983796.996024
"Sproat","BYB","5434",NA,2234.12629501979,23205708.9314981
"Sproat","BYB","5435",NA,2097.28826829522,22858880.3780112
"Sproat","BYB","5436",NA,2271.02604303883,21632582.8203725
"Sproat","BYB","5437",NA,2145.88611078493,22853742.2005649
